4,1,0.5,1,3.4851459571
2,1,3.4851459571,0,0
3,1,7.9628648928,0,0
2,1,9.45543787135,0,0
1,1,10.9480108499,0,0
2,1,12.44058382845,0,0
3,1,15.4257297856,0,0
2,2,3.8911134074,0,0
3,2,5.38368638595,0,0
4,2,6.8762593645,0,0
3,2,8.36883234305,0,0
2,2,11.3539783002,0,0
3,2,15.83169723585,0,0
4,3,1.3242702144,0,0
3,3,2.81684319295,0,0
2,3,4.30941617155,0,0
4,3,7.29456212865,0,0
3,3,8.7871351072,0,0
2,3,10.27970808575,0,0
4,3,13.2648540429,0,0
3,3,14.75742702145,0,0
2,4,0.25,0,0
1,4,3.2351459571,0,0
3,4,7.7128648928,0,0
2,4,9.20543787135,0,0
3,4,10.6980108499,0,0
4,4,12.19058382845,0,0
3,4,15.1633944717,0,0
2,5,3.6411134074,0,0
3,5,5.13368638595,0,0
1,5,6.6262593645,0,0
2,5,8.11883234305,0,0
3,5,11.1039783002,0,0
2,5,15.58169723585,0,0
1,6,1.0742702144,0,0
2,6,2.56684319295,0,0
3,6,4.05941617155,0,0
1,6,7.04456212865,0,0
2,6,8.5371351072,0,0
3,6,10.02970808575,0,0
1,6,13.0148540429,0,0
2,6,14.50742702145,0,0
3,7,0,0,0
1,7,2.9851459571,0,0
3,7,7.4628648928,0,0
4,7,8.95543787135,0,0
3,7,10.4480108499,0,0
2,7,11.94058382845,0,0
1,7,14.9133944717,0,0
2,8,4.88368638595,0,0
3,8,6.3762593645,0,0
4,8,7.86883234305,0,0
2,8,10.8539783002,0,0
1,9,0.824270214400002,0,0
3,9,2.31684319294999,0,0
4,9,3.80941617155,0,0
3,9,6.79456212865,0,0
2,9,11.2722810643,0,0
3,9,12.7648540429,0,0
2,9,14.25742702145,0,0
1,9,15.75,0,0
3,10,2.7351459571,0,0
1,10,8.70543787135,0,0
2,10,10.1980108499,0,0
3,10,11.6782485146,0,0
2,10,14.6633944717,0,0
2,11,4.63368638595,0,0
3,11,6.12625936449999,0,0
4,11,7.61883234305,0,0
1,11,10.6039783002,0,0
2,11,15.08169723585,0,0
3,12,0.574270214400002,0,0
2,12,2.06684319294999,0,0
1,12,3.55941617155,0,0
4,12,6.54456212865,0,0
4,12,12.5148540429,0,0
3,12,14.00742702145,0,0
2,12,15.5,0,0
4,13,2.4851459571,0,0
3,13,6.96286489280001,0,0
2,13,8.45543787135,0,0
3,13,9.93567553605001,0,0
4,13,11.4282485146,0,0
1,13,14.4133944717,0,0
2,14,4.38368638595,0,0
3,14,5.87625936449999,0,0
4,14,7.36883234305,0,0
2,14,10.3539783002,0,0
1,15,0.324270214400002,0,0
2,15,1.81684319294999,0,0
3,15,3.30941617155,0,0
4,15,6.29456212865,0,0
3,15,10.77228106435,0,0
2,15,12.2648540429,0,0
3,15,13.75742702145,0,0
4,15,15.25,0,0
1,16,2.2351459571,0,0
3,16,6.71286489280001,0,0
2,16,8.1931025575,0,0
3,16,9.68567553605001,0,0
4,16,11.1782485146,0,0
2,16,14.1633944717,0,0
1,17,4.13368638595,0,0
2,17,5.62625936450002,0,0
3,17,7.11883234304997,0,0
4,17,10.1039783002,0,0
3,17,14.58169723585,0,0
2,18,0.0742702143999736,0,0
3,18,1.56684319294999,0,0
4,18,3.05941617155003,0,0
2,18,6.04456212865,0,0
2,18,12.0148540429,0,0
3,18,13.50742702145,0,0
4,18,15,0,0
3,19,1.98514595709997,0,0
3,19,7.94310255750003,0,0
2,19,9.43567553604998,0,0
1,19,10.9282485146,0,0
2,19,13.9133944717,0,0
4,20,3.88368638595,0,0
3,20,5.37625936450002,0,0
2,20,6.86883234304997,0,0
1,20,9.85397830020003,0,0
3,20,14.33169723585,0,0
2,20,15.8242702144,0,0
3,21,1.31684319294999,0,0
4,21,2.80941617155003,0,0
3,21,5.79456212865,0,0
2,21,10.27228106435,0,0
1,21,11.7648540429,0,0
2,21,13.25742702145,0,0
3,21,14.75,0,0
4,22,1.73514595709997,0,0
2,22,7.69310255750003,0,0
3,22,9.18567553604998,0,0
4,22,10.6782485146,0,0
1,22,13.6633944717,0,0
3,23,2.14111340739998,0,0
4,23,3.63368638595,0,0
3,23,5.12625936450002,0,0
2,23,6.61883234304997,0,0
3,23,9.60397830020003,0,0
2,23,14.08169723585,0,0
1,23,15.5742702144,0,0
2,24,1.06684319294999,0,0
3,24,2.55941617155003,0,0
1,24,5.54456212865,0,0
4,24,11.5148540429,0,0
3,24,13.00742702145,0,0
2,24,14.5,0,0
3,25,1.48514595709997,0,0
3,25,5.95052957889999,0,0
2,25,7.44310255750003,0,0
3,25,8.93567553604998,0,0
4,25,10.4282485146,0,0
2,25,13.4133944717,0,0
3,26,1.89111340739998,0,0
4,26,3.38368638595,0,0
3,26,4.87625936450002,0,0
2,26,6.36883234304997,0,0
1,26,9.35397830020003,0,0
3,26,13.83169723585,0,0
2,26,15.3242702144,0,0
3,27,0.816843192949989,0,0
4,27,2.30941617155003,0,0
3,27,5.29456212865,0,0
2,27,9.77228106435001,0,0
1,27,11.2648540429,0,0
2,27,12.75742702145,0,0
3,27,14.25,0,0
2,28,1.22281064325,0,0
3,28,5.70052957889999,0,0
4,28,7.19310255750003,0,0
3,28,8.68567553604998,0,0
2,28,10.1782485146,0,0
1,28,13.1633944717,0,0
2,29,1.64111340739998,0,0
3,29,3.13368638595,0,0
2,29,4.62625936450002,0,0
1,29,6.11883234304997,0,0
3,29,9.10397830020003,0,0
3,29,13.58169723585,0,0
2,29,15.0742702144,0,0
3,30,0.566843192949989,0,0
4,30,2.05941617155003,0,0
3,30,5.04456212865,0,0
1,30,11.0148540429,0,0
2,30,12.50742702145,0,0
3,30,14,0,0
4,30,14,0,0
1,31,0.97281064325,0,0
3,31,3.95795660034997,0,0
4,31,3.95795660034997,0,0
2,31,6.94310255750003,0,0
3,31,9.9282485146,0,0
4,31,9.9282485146,0,0
1,31,12.9133944717,0,0
3,31,15.89854042885,0,0
4,31,15.89854042885,0,0
2,32,2.88368638595,0,0
1,32,5.86883234304997,0,0
